municipi,districte,seccio,mundissec11,codsecINE 10
80193,7,28,08019307028,0801907028
80193,7,29,08019307029,0801907029
80193,7,30,08019307030,0801907030
80193,7,31,08019307031,0801907031
80193,7,32,08019307032,0801907032
80193,7,33,08019307033,0801907033
80193,7,34,08019307034,0801907034
80193,7,35,08019307035,0801907035
80193,7,36,08019307036,0801907036
80193,7,37,08019307037,0801907037
80193,7,38,08019307038,0801907038
80193,7,39,08019307039,0801907039
80193,7,40,08019307040,0801907040
80193,7,41,08019307041,0801907041
80193,7,42,08019307042,0801907042
80193,7,43,08019307043,0801907043
80193,7,44,08019307044,0801907044
80193,7,45,08019307045,0801907045
80193,7,46,08019307046,0801907046
80193,7,47,08019307047,0801907047
80193,7,48,08019307048,0801907048
80193,7,49,08019307049,0801907049
80193,7,50,08019307050,0801907050
80193,7,51,08019307051,0801907051
80193,7,52,08019307052,0801907052
80193,7,53,08019307053,0801907053
80193,7,54,08019307054,0801907054
80193,7,55,08019307055,0801907055
80193,7,56,08019307056,0801907056
80193,7,57,08019307057,0801907057
80193,7,58,08019307058,0801907058
80193,7,59,08019307059,0801907059
80193,7,60,08019307060,0801907060
80193,7,61,08019307061,0801907061
80193,7,62,08019307062,0801907062
80193,7,63,08019307063,0801907063
80193,7,64,08019307064,0801907064
80193,7,65,08019307065,0801907065
80193,7,66,08019307066,0801907066
80193,7,67,08019307067,0801907067
80193,7,68,08019307068,0801907068
80193,7,69,08019307069,0801907069
80193,7,70,08019307070,0801907070
80193,7,71,08019307071,0801907071
80193,7,72,08019307072,0801907072
80193,7,73,08019307073,0801907073
80193,7,74,08019307074,0801907074
80193,7,75,08019307075,0801907075
80193,7,76,08019307076,0801907076
80193,7,77,08019307077,0801907077
80193,7,78,08019307078,0801907078
80193,7,79,08019307079,0801907079
80193,7,80,08019307080,0801907080
80193,7,81,08019307081,0801907081
80193,7,82,08019307082,0801907082
80193,7,83,08019307083,0801907083
80193,7,84,08019307084,0801907084
80193,7,85,08019307085,0801907085
80193,7,86,08019307086,0801907086
80193,7,87,08019307087,0801907087
80193,7,88,08019307088,0801907088
80193,7,89,08019307089,0801907089
80193,7,90,08019307090,0801907090
80193,7,91,08019307091,0801907091
80193,7,92,08019307092,0801907092
80193,7,93,08019307093,0801907093
80193,7,94,08019307094,0801907094
80193,7,95,08019307095,0801907095
80193,7,96,08019307096,0801907096
80193,7,97,08019307097,0801907097
80193,7,98,08019307098,0801907098
80193,7,99,08019307099,0801907099
80193,7,100,08019307100,0801907100
80193,7,101,08019307101,0801907101
80193,7,102,08019307102,0801907102
80193,7,103,08019307103,0801907103
80193,7,104,08019307104,0801907104
80193,7,105,08019307105,0801907105
80193,7,106,08019307106,0801907106
80193,7,107,08019307107,0801907107
80193,7,108,08019307108,0801907108
80193,7,109,08019307109,0801907109
80193,7,110,08019307110,0801907110
80193,7,111,08019307111,0801907111
80193,7,112,08019307112,0801907112
80193,7,113,08019307113,0801907113
80193,7,114,08019307114,0801907114
80193,7,115,08019307115,0801907115
80193,7,116,08019307116,0801907116
80193,7,117,08019307117,0801907117
80193,7,118,08019307118,0801907118
80193,7,119,08019307119,0801907119
80193,7,120,08019307120,0801907120
80193,7,121,08019307121,0801907121
80193,7,122,08019307122,0801907122
80193,7,123,08019307123,0801907123
80193,8,1,08019308001,0801908001
80193,8,2,08019308002,0801908002
80193,8,3,08019308003,0801908003
80193,8,4,08019308004,0801908004
80193,8,5,08019308005,0801908005
80193,8,6,08019308006,0801908006
80193,8,7,08019308007,0801908007
80193,8,8,08019308008,0801908008
80193,8,9,08019308009,0801908009
80193,8,10,08019308010,0801908010
80193,8,11,08019308011,0801908011
80193,8,12,08019308012,0801908012
80193,8,13,08019308013,0801908013
80193,8,14,08019308014,0801908014
80193,8,15,08019308015,0801908015
80193,8,16,08019308016,0801908016
80193,8,17,08019308017,0801908017
80193,8,18,08019308018,0801908018
80193,8,19,08019308019,0801908019
80193,8,20,08019308020,0801908020
80193,8,21,08019308021,0801908021
80193,8,22,08019308022,0801908022
80193,8,23,08019308023,0801908023
80193,8,24,08019308024,0801908024
80193,8,25,08019308025,0801908025
80193,8,26,08019308026,0801908026
80193,8,27,08019308027,0801908027
80193,8,28,08019308028,0801908028
80193,8,29,08019308029,0801908029
80193,8,30,08019308030,0801908030
80193,8,31,08019308031,0801908031
80193,8,32,08019308032,0801908032
80193,8,33,08019308033,0801908033
80193,8,34,08019308034,0801908034
80193,8,35,08019308035,0801908035
80193,8,36,08019308036,0801908036
80193,8,37,08019308037,0801908037
80193,8,38,08019308038,0801908038
80193,8,39,08019308039,0801908039
80193,8,40,08019308040,0801908040
80193,8,41,08019308041,0801908041
80193,8,42,08019308042,0801908042
80193,8,43,08019308043,0801908043
80193,8,44,08019308044,0801908044
80193,8,45,08019308045,0801908045
80193,8,46,08019308046,0801908046
80193,8,47,08019308047,0801908047
80193,8,48,08019308048,0801908048
80193,8,49,08019308049,0801908049
80193,8,50,08019308050,0801908050
80193,8,51,08019308051,0801908051
80193,8,52,08019308052,0801908052
80193,8,53,08019308053,0801908053
80193,8,54,08019308054,0801908054
80193,8,55,08019308055,0801908055
80193,8,56,08019308056,0801908056
80193,8,57,08019308057,0801908057
80193,8,58,08019308058,0801908058
80193,8,59,08019308059,0801908059
80193,8,60,08019308060,0801908060
80193,8,61,08019308061,0801908061
80193,8,62,08019308062,0801908062
80193,8,63,08019308063,0801908063
80193,8,64,08019308064,0801908064
80193,8,65,08019308065,0801908065
80193,8,66,08019308066,0801908066
80193,8,67,08019308067,0801908067
80193,8,68,08019308068,0801908068
80193,8,69,08019308069,0801908069
80193,8,70,08019308070,0801908070
80193,8,71,08019308071,0801908071
80193,8,72,08019308072,0801908072
80193,8,73,08019308073,0801908073
80193,8,74,08019308074,0801908074
80193,8,75,08019308075,0801908075
80193,8,76,08019308076,0801908076
80193,8,77,08019308077,0801908077
80193,8,78,08019308078,0801908078
80193,8,79,08019308079,0801908079
80193,8,80,08019308080,0801908080
80193,8,81,08019308081,0801908081
80193,8,82,08019308082,0801908082
80193,8,83,08019308083,0801908083
80193,8,84,08019308084,0801908084
80193,8,85,08019308085,0801908085
80193,8,86,08019308086,0801908086
80193,8,87,08019308087,0801908087
80193,8,88,08019308088,0801908088
80193,8,89,08019308089,0801908089
80193,8,90,08019308090,0801908090
80193,8,91,08019308091,0801908091
80193,8,92,08019308092,0801908092
80193,8,93,08019308093,0801908093
80193,8,94,08019308094,0801908094
80193,8,95,08019308095,0801908095
80193,8,96,08019308096,0801908096
80193,8,97,08019308097,0801908097
80193,8,98,08019308098,0801908098
80193,8,99,08019308099,0801908099
80193,8,100,08019308100,0801908100
80193,8,101,08019308101,0801908101
80193,8,102,08019308102,0801908102
80193,8,103,08019308103,0801908103
80193,8,104,08019308104,0801908104
80193,8,105,08019308105,0801908105
80193,8,106,08019308106,0801908106
80193,8,107,08019308107,0801908107
80193,8,108,08019308108,0801908108
80193,8,109,08019308109,0801908109
80193,8,110,08019308110,0801908110
80193,8,111,08019308111,0801908111
80193,8,112,08019308112,0801908112
80193,8,113,08019308113,0801908113
80193,8,114,08019308114,0801908114
80193,8,115,08019308115,0801908115
80193,8,116,08019308116,0801908116
80193,8,215,08019308215,0801908215
80193,9,1,08019309001,0801909001
80193,9,2,08019309002,0801909002
80193,9,3,08019309003,0801909003
80193,9,4,08019309004,0801909004
80193,9,5,08019309005,0801909005
80193,9,6,08019309006,0801909006
80193,9,7,08019309007,0801909007
80193,9,8,08019309008,0801909008
80193,9,9,08019309009,0801909009
80193,9,10,08019309010,0801909010
80193,9,11,08019309011,0801909011
80193,9,13,08019309013,0801909013
80193,9,14,08019309014,0801909014
80193,9,15,08019309015,0801909015
80193,9,16,08019309016,0801909016
80193,9,17,08019309017,0801909017
80193,9,18,08019309018,0801909018
80193,9,19,08019309019,0801909019
80193,9,20,08019309020,0801909020
80193,9,21,08019309021,0801909021
80193,9,22,08019309022,0801909022
80193,9,23,08019309023,0801909023
80193,9,24,08019309024,0801909024
80193,9,25,08019309025,0801909025
80193,9,26,08019309026,0801909026
80193,9,27,08019309027,0801909027
80193,9,28,08019309028,0801909028
80193,9,29,08019309029,0801909029
80193,9,30,08019309030,0801909030
80193,9,31,08019309031,0801909031
80193,9,32,08019309032,0801909032
80193,9,33,08019309033,0801909033
80193,9,34,08019309034,0801909034
80193,9,35,08019309035,0801909035
80193,9,36,08019309036,0801909036
80193,9,37,08019309037,0801909037
80193,9,38,08019309038,0801909038
80193,9,39,08019309039,0801909039
80193,9,40,08019309040,0801909040
80193,9,41,08019309041,0801909041
80193,9,42,08019309042,0801909042
80193,9,43,08019309043,0801909043
80193,9,44,08019309044,0801909044
80193,9,45,08019309045,0801909045
80193,9,46,08019309046,0801909046
80193,9,47,08019309047,0801909047
80193,9,48,08019309048,0801909048
80193,9,49,08019309049,0801909049
80193,9,50,08019309050,0801909050
80193,9,51,08019309051,0801909051
80193,9,52,08019309052,0801909052
80193,9,53,08019309053,0801909053
80193,9,54,08019309054,0801909054
80193,9,55,08019309055,0801909055
80193,9,56,08019309056,0801909056
80193,9,57,08019309057,0801909057
80193,9,58,08019309058,0801909058
80193,9,59,08019309059,0801909059
80193,9,60,08019309060,0801909060
80193,9,61,08019309061,0801909061
80193,9,62,08019309062,0801909062
80193,9,63,08019309063,0801909063
80193,9,64,08019309064,0801909064
80193,9,65,08019309065,0801909065
80193,9,66,08019309066,0801909066
80193,9,67,08019309067,0801909067
80193,9,68,08019309068,0801909068
80193,9,69,08019309069,0801909069
80193,9,70,08019309070,0801909070
80193,9,71,08019309071,0801909071
80193,9,72,08019309072,0801909072
80193,9,73,08019309073,0801909073
80193,9,74,08019309074,0801909074
80193,9,75,08019309075,0801909075
80193,9,76,08019309076,0801909076
80193,9,77,08019309077,0801909077
80193,9,78,08019309078,0801909078
80193,9,79,08019309079,0801909079
80193,9,80,08019309080,0801909080
80193,9,81,08019309081,0801909081
80193,9,82,08019309082,0801909082
80193,9,83,08019309083,0801909083
80193,9,84,08019309084,0801909084
80193,9,85,08019309085,0801909085
80193,9,86,08019309086,0801909086
80193,9,87,08019309087,0801909087
80193,9,88,08019309088,0801909088
80193,9,89,08019309089,0801909089
80193,9,90,08019309090,0801909090
80193,9,91,08019309091,0801909091
80193,9,92,08019309092,0801909092
80193,9,93,08019309093,0801909093
80193,9,94,08019309094,0801909094
80193,9,95,08019309095,0801909095
80193,9,156,08019309156,0801909156
80193,10,1,08019310001,0801910001
80193,10,2,08019310002,0801910002
80193,10,3,08019310003,0801910003
80193,10,4,08019310004,0801910004
80193,10,5,08019310005,0801910005
80193,10,6,08019310006,0801910006
80193,10,7,08019310007,0801910007
80193,10,8,08019310008,0801910008
80193,10,9,08019310009,0801910009
80193,10,10,08019310010,0801910010
80193,10,11,08019310011,0801910011
80193,10,12,08019310012,0801910012
80193,10,13,08019310013,0801910013
80193,10,14,08019310014,0801910014
80193,10,15,08019310015,0801910015
80193,10,16,08019310016,0801910016
80193,10,17,08019310017,0801910017
80193,10,18,08019310018,0801910018
80193,10,19,08019310019,0801910019
80193,10,20,08019310020,0801910020
80193,10,21,08019310021,0801910021
80193,10,22,08019310022,0801910022
80193,10,23,08019310023,0801910023
80193,10,24,08019310024,0801910024
80193,10,25,08019310025,0801910025
80193,10,26,08019310026,0801910026
80193,10,27,08019310027,0801910027
80193,10,28,08019310028,0801910028
80193,10,29,08019310029,0801910029
80193,10,30,08019310030,0801910030
80193,10,31,08019310031,0801910031
80193,10,32,08019310032,0801910032
80193,10,33,08019310033,0801910033
80193,10,34,08019310034,0801910034
80193,10,35,08019310035,0801910035
80193,10,36,08019310036,0801910036
80193,10,37,08019310037,0801910037
80193,10,38,08019310038,0801910038
80193,10,39,08019310039,0801910039
80193,10,40,08019310040,0801910040
80193,10,41,08019310041,0801910041
80193,10,42,08019310042,0801910042
80193,10,43,08019310043,0801910043
80193,10,44,08019310044,0801910044
80193,10,45,08019310045,0801910045
80193,10,46,08019310046,0801910046
80193,10,47,08019310047,0801910047
80193,10,48,08019310048,0801910048
80193,10,49,08019310049,0801910049
80193,10,50,08019310050,0801910050
80193,10,51,08019310051,0801910051
80193,10,52,08019310052,0801910052
80193,10,53,08019310053,0801910053
80193,10,54,08019310054,0801910054
80193,10,55,08019310055,0801910055
80193,10,56,08019310056,0801910056
80193,10,57,08019310057,0801910057
80193,10,58,08019310058,0801910058
80193,10,59,08019310059,0801910059
80193,10,60,08019310060,0801910060
80193,10,61,08019310061,0801910061
80193,10,62,08019310062,0801910062
80193,10,63,08019310063,0801910063
80193,10,64,08019310064,0801910064
80193,10,65,08019310065,0801910065
80193,10,66,08019310066,0801910066
80193,10,67,08019310067,0801910067
80193,10,68,08019310068,0801910068
80193,10,69,08019310069,0801910069
80193,10,70,08019310070,0801910070
80193,10,71,08019310071,0801910071
80193,10,72,08019310072,0801910072
80193,10,73,08019310073,0801910073
80193,10,74,08019310074,0801910074
80193,10,75,08019310075,0801910075
80193,10,76,08019310076,0801910076
80193,10,77,08019310077,0801910077
80193,10,78,08019310078,0801910078
80193,10,79,08019310079,0801910079
80193,10,80,08019310080,0801910080
80193,10,81,08019310081,0801910081
80193,10,82,08019310082,0801910082
80193,10,83,08019310083,0801910083
80193,10,84,08019310084,0801910084
80193,10,85,08019310085,0801910085
80193,10,86,08019310086,0801910086
80193,10,87,08019310087,0801910087
80193,10,88,08019310088,0801910088
80193,10,89,08019310089,0801910089
80193,10,90,08019310090,0801910090
80193,10,91,08019310091,0801910091
80193,10,92,08019310092,0801910092
80193,10,93,08019310093,0801910093
80193,10,94,08019310094,0801910094
80193,10,95,08019310095,0801910095
80193,10,96,08019310096,0801910096
80193,10,97,08019310097,0801910097
80193,10,98,08019310098,0801910098
80193,10,99,08019310099,0801910099
80193,10,100,08019310100,0801910100
80193,10,101,08019310101,0801910101
80193,10,102,08019310102,0801910102
80193,10,103,08019310103,0801910103
80193,10,104,08019310104,0801910104
80193,10,105,08019310105,0801910105
80193,10,106,08019310106,0801910106
80193,10,107,08019310107,0801910107
80193,10,108,08019310108,0801910108
80193,10,109,08019310109,0801910109
80193,10,110,08019310110,0801910110
80193,10,111,08019310111,0801910111
80193,10,112,08019310112,0801910112
80193,10,113,08019310113,0801910113
80193,10,114,08019310114,0801910114
80193,10,115,08019310115,0801910115
80193,10,116,08019310116,0801910116
80193,10,117,08019310117,0801910117
80193,10,118,08019310118,0801910118
80193,10,119,08019310119,0801910119
80193,10,120,08019310120,0801910120
80193,10,121,08019310121,0801910121
80193,10,122,08019310122,0801910122
80193,10,123,08019310123,0801910123
80193,10,124,08019310124,0801910124
80193,10,125,08019310125,0801910125
80193,10,126,08019310126,0801910126
80193,10,127,08019310127,0801910127
80193,10,128,08019310128,0801910128
80193,10,129,08019310129,0801910129
80193,10,130,08019310130,0801910130
80193,10,131,08019310131,0801910131
80193,10,132,08019310132,0801910132
80193,10,133,08019310133,0801910133
80193,10,134,08019310134,0801910134
80193,10,135,08019310135,0801910135
80193,10,136,08019310136,0801910136
80193,10,137,08019310137,0801910137
80193,10,138,08019310138,0801910138
80193,10,139,08019310139,0801910139
80193,10,140,08019310140,0801910140
80193,10,141,08019310141,0801910141
80193,10,142,08019310142,0801910142
80193,10,143,08019310143,0801910143
80193,10,234,08019310234,0801910234
80193,10,235,08019310235,0801910235
80193,10,236,08019310236,0801910236
80193,10,237,08019310237,0801910237
80207,1,1,08020701001,0802001001
80207,1,2,08020701002,0802001002
80207,1,3,08020701003,0802001003
80214,1,1,08021401001,0802101001
80229,1,1,08022901001,0802201001
80229,1,2,08022901002,0802201002
80229,1,3,08022901003,0802201003
80229,1,4,08022901004,0802201004
80229,1,5,08022901005,0802201005
80229,1,6,08022901006,0802201006
80229,2,1,08022902001,0802202001
80229,2,2,08022902002,0802202002
80229,2,3,08022902003,0802202003
80229,2,4,08022902004,0802202004
80229,2,5,08022902005,0802202005
80229,3,1,08022903001,0802203001
80229,4,1,08022904001,0802204001
80235,1,1,08023501001,0802301001
80235,1,2,08023501002,0802301002
80235,1,3,08023501003,0802301003
80235,1,4,08023501004,0802301004
80235,1,5,08023501005,0802301005
80240,1,1,08024001001,0802401001
80253,1,1,08025301001,0802501001
80266,1,1,08026601001,0802601001
80272,1,1,08027201001,0802701001
80288,1,1,08028801001,0802801001
80291,1,1,08029101001,0802901001
80291,1,2,08029101002,0802901002
80305,1,1,08030501001,0803001001
80305,1,2,08030501002,0803001002
80312,1,1,08031201001,0803101001
80312,1,2,08031201002,0803101002
80327,1,1,08032701001,0803201001
80333,1,1,08033301001,0803301001
80333,1,2,08033301002,0803301002
80333,1,3,08033301003,0803301003
80333,2,1,08033302001,0803302001
80333,3,1,08033303001,0803303001
80333,3,2,08033303002,0803303002
80333,3,3,08033303003,0803303003
80333,3,4,08033303004,0803303004
80333,3,5,08033303005,0803303005
80348,1,1,08034801001,0803401001
80351,1,1,08035101001,0803501001
80351,1,2,08035101002,0803501002
80351,1,3,08035101003,0803501003
80351,2,1,08035102001,0803502001
80351,2,2,08035102002,0803502002
80351,3,1,08035103001,0803503001
80351,3,2,08035103002,0803503002
80351,3,3,08035103003,0803503003
80351,3,4,08035103004,0803503004
80364,1,1,08036401001,0803601001
80370,1,1,08037001001,0803701001
80386,1,1,08038601001,0803801001
80399,1,1,08039901001,0803901001
80403,1,1,08040301001,0804001001
80403,1,2,08040301002,0804001002
80403,1,3,08040301003,0804001003
80403,1,4,08040301004,0804001004
80403,1,5,08040301005,0804001005
80403,1,6,08040301006,0804001006
80403,1,7,08040301007,0804001007
80403,1,8,08040301008,0804001008
80410,1,1,08041001001,0804101001
80410,1,2,08041001002,0804101002
80410,1,3,08041001003,0804101003
80410,1,4,08041001004,0804101004
80410,1,5,08041001005,0804101005
80410,1,6,08041001006,0804101006
80410,1,7,08041001007,0804101007
80410,1,8,08041001008,0804101008
80425,1,1,08042501001,0804201001
80431,1,1,08043101001,0804301001
80431,1,2,08043101002,0804301002
80446,1,1,08044601001,0804401001
80446,2,1,08044602001,0804402001
80446,2,2,08044602002,0804402002
80459,1,1,08045901001,0804501001
80462,1,1,08046201001,0804601001
80462,1,2,08046201002,0804601002
80462,1,3,08046201003,0804601003
80462,2,1,08046202001,0804602001
80462,2,2,08046202002,0804602002
80462,2,3,08046202003,0804602003
80462,2,4,08046202004,0804602004
80462,3,1,08046203001,0804603001
80478,1,1,08047801001,0804701001
80478,1,2,08047801002,0804701002
80478,1,3,08047801003,0804701003
80478,2,1,08047802001,0804702001
80484,1,1,08048401001,0804801001
80497,1,1,08049701001,0804901001
80500,1,1,08050001001,0805001001
80517,1,1,08051701001,0805101001
80517,1,2,08051701002,0805101002
80517,1,3,08051701003,0805101003
80517,1,4,08051701004,0805101004
80517,1,5,08051701005,0805101005
80517,1,6,08051701006,0805101006
80517,1,7,08051701007,0805101007
80517,1,8,08051701008,0805101008
80517,1,9,08051701009,0805101009
80517,1,10,08051701010,0805101010
80517,1,11,08051701011,0805101011
80517,1,12,08051701012,0805101012
80517,1,13,08051701013,0805101013
80517,1,14,08051701014,0805101014
80522,1,1,08052201001,0805201001
80538,1,1,08053801001,0805301001
80538,1,2,08053801002,0805301002
80543,1,1,08054301001,0805401001
80543,1,2,08054301002,0805401002
80543,1,3,08054301003,0805401003
80543,1,4,08054301004,0805401004
80543,1,5,08054301005,0805401005
80543,1,6,08054301006,0805401006
80556,1,1,08055601001,0805501001
80569,1,1,08056901001,0805601001
80569,1,2,08056901002,0805601002
80569,1,3,08056901003,0805601003
80569,1,4,08056901004,0805601004
80569,1,5,08056901005,0805601005
80569,1,6,08056901006,0805601006
80569,1,7,08056901007,0805601007
80569,2,1,08056902001,0805602001
80569,2,2,08056902002,0805602002
80569,2,3,08056902003,0805602003
80569,2,4,08056902004,0805602004
80569,2,5,08056902005,0805602005
80569,2,6,08056902006,0805602006
80569,3,1,08056903001,0805603001
80569,3,2,08056903002,0805603002
80569,3,3,08056903003,0805603003
80569,3,4,08056903004,0805603004
80569,3,5,08056903005,0805603005
80569,4,1,08056904001,0805604001
80569,4,2,08056904002,0805604002
80569,4,3,08056904003,0805604003
80569,4,4,08056904004,0805604004
80569,5,1,08056905001,0805605001
80569,5,2,08056905002,0805605002
80569,5,3,08056905003,0805605003
80569,5,4,08056905004,0805605004
80575,1,1,08057501001,0805701001
80581,1,1,08058101001,0805801001
80594,1,1,08059401001,0805901001
80608,1,1,08060801001,0806001001
80615,1,1,08061501001,0806101001
80620,1,1,08062001001,0806201001
80636,1,1,08063601001,0806301001
80641,1,1,08064101001,0806401001
80654,1,1,08065401001,0806501001
80667,1,1,08066701001,0806601001
80673,1,1,08067301001,0806701001
80673,1,2,08067301002,0806701002
80673,1,3,08067301003,0806701003
80673,1,4,08067301004,0806701004
80689,1,1,08068901001,0806801001
80689,1,2,08068901002,0806801002
80689,1,3,08068901003,0806801003
80689,1,4,08068901004,0806801004
80689,1,5,08068901005,0806801005
80692,1,1,08069201001,0806901001
80692,1,3,08069201003,0806901003
80706,1,1,08070601001,0807001001
80713,1,1,08071301001,0807101001
80728,1,1,08072801001,0807201001
80728,1,2,08072801002,0807201002
80728,1,3,08072801003,0807201003
80728,1,4,08072801004,0807201004
80728,1,5,08072801005,0807201005
80728,1,6,08072801006,0807201006
80728,1,7,08072801007,0807201007
80728,1,8,08072801008,0807201008
80728,1,9,08072801009,0807201009
80728,1,10,08072801010,0807201010
80728,1,11,08072801011,0807201011
80734,1,1,08073401001,0807301001
80734,1,2,08073401002,0807301002
80734,1,3,08073401003,0807301003
80734,1,4,08073401004,0807301004
80734,1,5,08073401005,0807301005
80734,1,6,08073401006,0807301006
80734,1,7,08073401007,0807301007
80734,1,8,08073401008,0807301008
80734,1,9,08073401009,0807301009
80734,1,10,08073401010,0807301010
80734,1,11,08073401011,0807301011
80734,1,12,08073401012,0807301012
80734,1,13,08073401013,0807301013
80734,1,14,08073401014,0807301014
80734,2,1,08073402001,0807302001
80734,2,2,08073402002,0807302002
80734,3,1,08073403001,0807303001
80734,3,2,08073403002,0807303002
80734,3,3,08073403003,0807303003
80734,3,4,08073403004,0807303004
80734,3,5,08073403005,0807303005
80734,3,6,08073403006,0807303006
80734,3,7,08073403007,0807303007
80734,3,8,08073403008,0807303008
80734,3,9,08073403009,0807303009
80734,4,1,08073404001,0807304001
80734,4,2,08073404002,0807304002
80734,4,3,08073404003,0807304003
80734,4,4,08073404004,0807304004
80734,4,5,08073404005,0807304005
80734,4,6,08073404006,0807304006
80734,4,7,08073404007,0807304007
80734,4,8,08073404008,0807304008
80734,4,9,08073404009,0807304009
80734,4,10,08073404010,0807304010
80734,4,11,08073404011,0807304011
80734,4,12,08073404012,0807304012
80734,4,13,08073404013,0807304013
80734,4,14,08073404014,0807304014
80734,4,15,08073404015,0807304015
80734,4,16,08073404016,0807304016
80734,4,17,08073404017,0807304017
80734,4,18,08073404018,0807304018
80734,4,19,08073404019,0807304019
80734,5,1,08073405001,0807305001
80734,5,2,08073405002,0807305002
80734,5,3,08073405003,0807305003
80734,5,4,08073405004,0807305004
80734,5,5,08073405005,0807305005
80734,5,6,08073405006,0807305006
80734,5,7,08073405007,0807305007
80734,5,8,08073405008,0807305008
80734,5,9,08073405009,0807305009
80734,5,10,08073405010,0807305010
80734,6,1,08073406001,0807306001
80734,6,2,08073406002,0807306002
80734,6,3,08073406003,0807306003
80734,6,4,08073406004,0807306004
80734,6,5,08073406005,0807306005
80734,6,6,08073406006,0807306006
80734,6,7,08073406007,0807306007
80734,6,8,08073406008,0807306008
80734,6,9,08073406009,0807306009
80734,6,10,08073406010,0807306010
80734,6,11,08073406011,0807306011
80734,6,12,08073406012,0807306012
80734,6,13,08073406013,0807306013
80734,6,14,08073406014,0807306014
80734,6,15,08073406015,0807306015
80734,6,16,08073406016,0807306016
80749,1,1,08074901001,0807401001
80749,1,2,08074901002,0807401002
80749,1,3,08074901003,0807401003
80749,1,4,08074901004,0807401004
80749,1,5,08074901005,0807401005
80749,1,6,08074901006,0807401006
80749,1,7,08074901007,0807401007
80749,1,8,08074901008,0807401008
80749,1,9,08074901009,0807401009
80749,1,10,08074901010,0807401010
80752,1,1,08075201001,0807501001
80752,1,2,08075201002,0807501002
80752,1,3,08075201003,0807501003
80765,1,1,08076501001,0807601001
80765,1,2,08076501002,0807601002
80765,1,3,08076501003,0807601003
80765,1,4,08076501004,0807601004
80765,1,5,08076501005,0807601005
80765,1,6,08076501006,0807601006
80765,2,1,08076502001,0807602001
80765,2,2,08076502002,0807602002
80765,2,3,08076502003,0807602003
80765,2,4,08076502004,0807602004
80765,2,5,08076502005,0807602005
80771,1,1,08077101001,0807701001
80771,1,2,08077101002,0807701002
80771,1,3,08077101003,0807701003
80771,1,4,08077101004,0807701004
80771,1,5,08077101005,0807701005
80771,2,1,08077102001,0807702001
80771,2,2,08077102002,0807702002
80771,2,3,08077102003,0807702003
80771,2,4,08077102004,0807702004
80771,2,5,08077102005,0807702005
80771,2,6,08077102006,0807702006
80771,3,1,08077103001,0807703001
80771,3,2,08077103002,0807703002
80771,4,1,08077104001,0807704001
80771,5,1,08077105001,0807705001
80771,6,1,08077106001,0807706001
80771,7,1,08077107001,0807707001
80771,8,1,08077108001,0807708001
80771,8,2,08077108002,0807708002
80771,9,1,08077109001,0807709001
80771,9,2,08077109002,0807709002
80771,10,1,08077110001,0807710001
80771,10,2,08077110002,0807710002
80771,10,3,08077110003,0807710003
80771,10,4,08077110004,0807710004
80771,10,5,08077110005,0807710005
80771,10,6,08077110006,0807710006
80771,10,7,08077110007,0807710007
80771,10,8,08077110008,0807710008
80787,1,1,08078701001,0807801001
80790,1,1,08079001001,0807901001
80804,1,1,08080401001,0808001001
80811,1,1,08081101001,0808101001
80826,1,1,08082601001,0808201001
80832,1,1,08083201001,0808301001
80847,1,1,08084701001,0808401001
80850,1,1,08085001001,0808501001
80863,1,1,08086301001,0808601001
80863,1,2,08086301002,0808601002
80863,1,3,08086301003,0808601003
80863,1,4,08086301004,0808601004
80863,1,5,08086301005,0808601005
80863,1,6,08086301006,0808601006
80863,1,7,08086301007,0808601007
80863,2,1,08086302001,0808602001
80879,1,1,08087901001,0808701001
80885,1,1,08088501001,0808801001
80885,1,2,08088501002,0808801002
80885,1,3,08088501003,0808801003
80885,2,1,08088502001,0808802001
80885,2,2,08088502002,0808802002
80885,2,3,08088502003,0808802003
80885,2,4,08088502004,0808802004
80898,1,1,08089801001,0808901001
80898,1,2,08089801002,0808901002
80898,1,3,08089801003,0808901003
80898,1,4,08089801004,0808901004
80898,1,5,08089801005,0808901005
80898,1,6,08089801006,0808901006
80898,1,7,08089801007,0808901007
80898,1,8,08089801008,0808901008
80898,2,1,08089802001,0808902001
80898,2,2,08089802002,0808902002
80898,2,3,08089802003,0808902003
80898,2,4,08089802004,0808902004
80898,2,5,08089802005,0808902005
80898,2,6,08089802006,0808902006
80898,2,7,08089802007,0808902007
80898,2,8,08089802008,0808902008
80898,2,9,08089802009,0808902009
80898,2,10,08089802010,0808902010
80898,3,1,08089803001,0808903001
80898,3,2,08089803002,0808903002
80898,3,3,08089803003,0808903003
80898,3,4,08089803004,0808903004
80898,3,5,08089803005,0808903005
80898,3,6,08089803006,0808903006
80898,3,7,08089803007,0808903007
80898,3,8,08089803008,0808903008
80898,4,1,08089804001,0808904001
80898,4,2,08089804002,0808904002
80902,1,1,08090201001,0809001001
80919,1,1,08091901001,0809101001
80919,1,2,08091901002,0809101002
80919,2,1,08091902001,0809102001
80924,1,1,08092401001,0809201001
80924,2,1,08092402001,0809202001
80924,2,2,08092402002,0809202002
80924,2,3,08092402003,0809202003
80930,1,1,08093001001,0809301001
80945,1,1,08094501001,0809401001
80958,1,1,08095801001,0809501001
80961,1,1,08096101001,0809601001
80961,1,3,08096101003,0809601003
