municipi,districte,seccio,mundissec11,codsecINE 10
80961,1,4,08096101004,0809601004
80961,1,5,08096101005,0809601005
80961,1,6,08096101006,0809601006
80961,1,9,08096101009,0809601009
80961,1,10,08096101010,0809601010
80961,1,11,08096101011,0809601011
80961,2,1,08096102001,0809602001
80961,2,2,08096102002,0809602002
80961,2,3,08096102003,0809602003
80961,2,4,08096102004,0809602004
80961,2,5,08096102005,0809602005
80961,2,6,08096102006,0809602006
80961,2,7,08096102007,0809602007
80961,3,1,08096103001,0809603001
80961,3,2,08096103002,0809603002
80961,3,3,08096103003,0809603003
80961,3,4,08096103004,0809603004
80961,3,5,08096103005,0809603005
80961,3,6,08096103006,0809603006
80961,3,7,08096103007,0809603007
80961,3,8,08096103008,0809603008
80961,3,9,08096103009,0809603009
80961,3,10,08096103010,0809603010
80961,4,1,08096104001,0809604001
80961,4,2,08096104002,0809604002
80961,4,3,08096104003,0809604003
80961,4,4,08096104004,0809604004
80961,4,6,08096104006,0809604006
80961,4,7,08096104007,0809604007
80961,4,8,08096104008,0809604008
80961,4,9,08096104009,0809604009
80961,4,10,08096104010,0809604010
80961,4,11,08096104011,0809604011
80977,1,1,08097701001,0809701001
80983,1,1,08098301001,0809801001
80983,1,2,08098301002,0809801002
80996,1,1,08099601001,0809901001
81000,1,1,08100001001,0810001001
81017,1,1,08101701001,0810101001
81017,1,2,08101701002,0810101002
81017,1,3,08101701003,0810101003
81017,1,4,08101701004,0810101004
81017,1,5,08101701005,0810101005
81017,1,6,08101701006,0810101006
81017,1,7,08101701007,0810101007
81017,1,8,08101701008,0810101008
81017,1,9,08101701009,0810101009
81017,1,10,08101701010,0810101010
81017,1,11,08101701011,0810101011
81017,1,12,08101701012,0810101012
81017,1,13,08101701013,0810101013
81017,1,14,08101701014,0810101014
81017,1,15,08101701015,0810101015
81017,1,16,08101701016,0810101016
81017,1,17,08101701017,0810101017
81017,1,18,08101701018,0810101018
81017,1,19,08101701019,0810101019
81017,1,20,08101701020,0810101020
81017,1,21,08101701021,0810101021
81017,1,22,08101701022,0810101022
81017,1,23,08101701023,0810101023
81017,1,24,08101701024,0810101024
81017,1,25,08101701025,0810101025
81017,1,26,08101701026,0810101026
81017,1,27,08101701027,0810101027
81017,1,28,08101701028,0810101028
81017,1,29,08101701029,0810101029
81017,1,30,08101701030,0810101030
81017,1,31,08101701031,0810101031
81017,1,32,08101701032,0810101032
81017,1,33,08101701033,0810101033
81017,1,34,08101701034,0810101034
81017,1,35,08101701035,0810101035
81017,1,36,08101701036,0810101036
81017,1,37,08101701037,0810101037
81017,1,38,08101701038,0810101038
81017,1,39,08101701039,0810101039
81017,1,40,08101701040,0810101040
81017,2,1,08101702001,0810102001
81017,2,2,08101702002,0810102002
81017,2,4,08101702004,0810102004
81017,2,5,08101702005,0810102005
81017,2,7,08101702007,0810102007
81017,2,8,08101702008,0810102008
81017,2,9,08101702009,0810102009
81017,2,10,08101702010,0810102010
81017,2,11,08101702011,0810102011
81017,2,12,08101702012,0810102012
81017,2,13,08101702013,0810102013
81017,2,14,08101702014,0810102014
81017,2,16,08101702016,0810102016
81017,2,17,08101702017,0810102017
81017,2,20,08101702020,0810102020
81017,2,21,08101702021,0810102021
81017,2,23,08101702023,0810102023
81017,2,24,08101702024,0810102024
81017,2,26,08101702026,0810102026
81017,2,28,08101702028,0810102028
81017,2,29,08101702029,0810102029
81017,2,31,08101702031,0810102031
81017,2,32,08101702032,0810102032
81017,2,33,08101702033,0810102033
81017,2,34,08101702034,0810102034
81017,2,36,08101702036,0810102036
81017,2,37,08101702037,0810102037
81017,2,38,08101702038,0810102038
81017,2,39,08101702039,0810102039
81017,2,40,08101702040,0810102040
81017,2,42,08101702042,0810102042
81017,2,43,08101702043,0810102043
81017,2,45,08101702045,0810102045
81017,2,46,08101702046,0810102046
81017,2,47,08101702047,0810102047
81017,2,48,08101702048,0810102048
81017,2,49,08101702049,0810102049
81017,3,1,08101703001,0810103001
81017,3,2,08101703002,0810103002
81017,3,3,08101703003,0810103003
81017,3,4,08101703004,0810103004
81017,3,5,08101703005,0810103005
81017,3,6,08101703006,0810103006
81017,3,7,08101703007,0810103007
81017,3,8,08101703008,0810103008
81017,3,9,08101703009,0810103009
81017,3,10,08101703010,0810103010
81017,3,11,08101703011,0810103011
81017,3,12,08101703012,0810103012
81017,3,13,08101703013,0810103013
81017,3,14,08101703014,0810103014
81017,3,15,08101703015,0810103015
81017,3,16,08101703016,0810103016
81017,3,17,08101703017,0810103017
81017,3,18,08101703018,0810103018
81017,3,19,08101703019,0810103019
81017,3,20,08101703020,0810103020
81017,3,21,08101703021,0810103021
81017,3,22,08101703022,0810103022
81017,3,23,08101703023,0810103023
81017,3,24,08101703024,0810103024
81017,3,25,08101703025,0810103025
81017,3,26,08101703026,0810103026
81017,3,27,08101703027,0810103027
81017,4,1,08101704001,0810104001
81017,4,2,08101704002,0810104002
81017,4,3,08101704003,0810104003
81017,4,4,08101704004,0810104004
81017,4,5,08101704005,0810104005
81017,4,6,08101704006,0810104006
81017,4,7,08101704007,0810104007
81017,4,9,08101704009,0810104009
81017,4,10,08101704010,0810104010
81017,4,11,08101704011,0810104011
81017,4,12,08101704012,0810104012
81017,4,14,08101704014,0810104014
81017,4,16,08101704016,0810104016
81017,4,18,08101704018,0810104018
81017,4,19,08101704019,0810104019
81017,4,20,08101704020,0810104020
81017,4,21,08101704021,0810104021
81017,4,22,08101704022,0810104022
81017,4,23,08101704023,0810104023
81017,4,25,08101704025,0810104025
81017,4,26,08101704026,0810104026
81017,4,27,08101704027,0810104027
81017,4,30,08101704030,0810104030
81017,4,31,08101704031,0810104031
81017,4,32,08101704032,0810104032
81017,4,33,08101704033,0810104033
81017,4,35,08101704035,0810104035
81017,4,36,08101704036,0810104036
81017,4,37,08101704037,0810104037
81017,4,40,08101704040,0810104040
81017,4,41,08101704041,0810104041
81017,5,1,08101705001,0810105001
81017,5,2,08101705002,0810105002
81017,5,3,08101705003,0810105003
81017,5,4,08101705004,0810105004
81017,5,5,08101705005,0810105005
81017,5,6,08101705006,0810105006
81017,5,7,08101705007,0810105007
81017,5,8,08101705008,0810105008
81017,5,10,08101705010,0810105010
81017,5,11,08101705011,0810105011
81017,5,13,08101705013,0810105013
81017,5,14,08101705014,0810105014
81017,5,17,08101705017,0810105017
81017,5,18,08101705018,0810105018
81017,5,20,08101705020,0810105020
81017,5,21,08101705021,0810105021
81017,5,23,08101705023,0810105023
81017,5,24,08101705024,0810105024
81017,5,25,08101705025,0810105025
81017,5,26,08101705026,0810105026
81017,5,28,08101705028,0810105028
81017,5,29,08101705029,0810105029
81017,5,30,08101705030,0810105030
81017,5,31,08101705031,0810105031
81017,5,32,08101705032,0810105032
81017,5,33,08101705033,0810105033
81017,5,34,08101705034,0810105034
81017,5,35,08101705035,0810105035
81017,5,37,08101705037,0810105037
81017,5,38,08101705038,0810105038
81017,6,1,08101706001,0810106001
81017,6,2,08101706002,0810106002
81017,6,5,08101706005,0810106005
81017,6,6,08101706006,0810106006
81017,6,7,08101706007,0810106007
81017,6,8,08101706008,0810106008
81017,6,9,08101706009,0810106009
81017,6,10,08101706010,0810106010
81017,6,11,08101706011,0810106011
81017,6,12,08101706012,0810106012
81017,6,13,08101706013,0810106013
81017,6,14,08101706014,0810106014
81017,6,15,08101706015,0810106015
81017,6,16,08101706016,0810106016
81017,6,17,08101706017,0810106017
81017,6,18,08101706018,0810106018
81017,6,19,08101706019,0810106019
81017,6,21,08101706021,0810106021
81017,6,22,08101706022,0810106022
81017,6,23,08101706023,0810106023
81017,6,24,08101706024,0810106024
81017,6,25,08101706025,0810106025
81017,6,26,08101706026,0810106026
81017,6,27,08101706027,0810106027
81017,6,30,08101706030,0810106030
81017,6,31,08101706031,0810106031
81017,6,32,08101706032,0810106032
81022,1,1,08102201001,0810201001
81022,2,1,08102202001,0810202001
81022,2,2,08102202002,0810202002
81022,2,3,08102202003,0810202003
81022,3,1,08102203001,0810203001
81022,3,2,08102203002,0810203002
81022,3,3,08102203003,0810203003
81022,3,4,08102203004,0810203004
81022,3,5,08102203005,0810203005
81022,3,6,08102203006,0810203006
81022,3,7,08102203007,0810203007
81022,3,8,08102203008,0810203008
81022,3,9,08102203009,0810203009
81022,3,10,08102203010,0810203010
81022,4,1,08102204001,0810204001
81022,4,2,08102204002,0810204002
81022,4,3,08102204003,0810204003
81022,4,4,08102204004,0810204004
81022,4,5,08102204005,0810204005
81022,5,1,08102205001,0810205001
81022,5,2,08102205002,0810205002
81022,5,3,08102205003,0810205003
81022,5,4,08102205004,0810205004
81022,5,5,08102205005,0810205005
81022,5,6,08102205006,0810205006
81022,5,7,08102205007,0810205007
81038,1,1,08103801001,0810301001
81043,1,1,08104301001,0810401001
81056,1,1,08105601001,0810501001
81056,1,2,08105601002,0810501002
81056,1,3,08105601003,0810501003
81056,1,4,08105601004,0810501004
81056,1,5,08105601005,0810501005
81056,1,6,08105601006,0810501006
81056,1,7,08105601007,0810501007
81056,1,8,08105601008,0810501008
81056,1,9,08105601009,0810501009
81069,1,1,08106901001,0810601001
81069,1,2,08106901002,0810601002
81069,2,1,08106902001,0810602001
81069,2,2,08106902002,0810602002
81069,2,3,08106902003,0810602003
81069,2,4,08106902004,0810602004
81075,1,1,08107501001,0810701001
81075,1,2,08107501002,0810701002
81075,1,3,08107501003,0810701003
81075,1,4,08107501004,0810701004
81075,1,5,08107501005,0810701005
81075,1,6,08107501006,0810701006
81075,1,7,08107501007,0810701007
81075,1,8,08107501008,0810701008
81075,1,9,08107501009,0810701009
81075,1,10,08107501010,0810701010
81081,1,1,08108101001,0810801001
81081,1,2,08108101002,0810801002
81081,1,3,08108101003,0810801003
81081,1,4,08108101004,0810801004
81094,1,1,08109401001,0810901001
81108,1,1,08110801001,0811001001
81108,1,2,08110801002,0811001002
81108,1,3,08110801003,0811001003
81108,1,4,08110801004,0811001004
81108,1,5,08110801005,0811001005
81108,1,6,08110801006,0811001006
81108,2,1,08110802001,0811002001
81108,2,2,08110802002,0811002002
81108,2,3,08110802003,0811002003
81115,1,1,08111501001,0811101001
81120,1,1,08112001001,0811201001
81120,1,2,08112001002,0811201002
81120,2,1,08112002001,0811202001
81120,2,2,08112002002,0811202002
81120,2,3,08112002003,0811202003
81120,2,4,08112002004,0811202004
81120,3,1,08112003001,0811203001
81120,3,2,08112003002,0811203002
81120,3,3,08112003003,0811203003
81120,3,4,08112003004,0811203004
81120,4,1,08112004001,0811204001
81120,4,2,08112004002,0811204002
81136,1,1,08113601001,0811301001
81136,1,2,08113601002,0811301002
81136,2,1,08113602001,0811302001
81136,2,2,08113602002,0811302002
81136,2,3,08113602003,0811302003
81136,2,4,08113602004,0811302004
81136,2,5,08113602005,0811302005
81136,2,6,08113602006,0811302006
81136,2,7,08113602007,0811302007
81136,2,8,08113602008,0811302008
81136,2,9,08113602009,0811302009
81136,2,10,08113602010,0811302010
81136,2,11,08113602011,0811302011
81136,2,12,08113602012,0811302012
81136,2,13,08113602013,0811302013
81136,2,14,08113602014,0811302014
81136,3,1,08113603001,0811303001
81136,3,2,08113603002,0811303002
81136,3,4,08113603004,0811303004
81136,3,5,08113603005,0811303005
81136,3,6,08113603006,0811303006
81136,4,1,08113604001,0811304001
81136,4,3,08113604003,0811304003
81136,4,4,08113604004,0811304004
81136,4,5,08113604005,0811304005
81136,4,6,08113604006,0811304006
81136,4,7,08113604007,0811304007
81136,4,8,08113604008,0811304008
81136,4,9,08113604009,0811304009
81136,4,11,08113604011,0811304011
81136,4,12,08113604012,0811304012
81136,4,13,08113604013,0811304013
81136,4,14,08113604014,0811304014
81136,4,15,08113604015,0811304015
81136,5,1,08113605001,0811305001
81136,5,2,08113605002,0811305002
81136,5,3,08113605003,0811305003
81136,5,4,08113605004,0811305004
81136,5,5,08113605005,0811305005
81136,5,6,08113605006,0811305006
81136,5,7,08113605007,0811305007
81136,5,8,08113605008,0811305008
81136,5,10,08113605010,0811305010
81136,5,11,08113605011,0811305011
81136,5,12,08113605012,0811305012
81136,5,13,08113605013,0811305013
81136,5,14,08113605014,0811305014
81136,5,15,08113605015,0811305015
81136,5,17,08113605017,0811305017
81136,5,18,08113605018,0811305018
81136,6,1,08113606001,0811306001
81136,6,2,08113606002,0811306002
81141,1,1,08114101001,0811401001
81141,1,2,08114101002,0811401002
81141,1,3,08114101003,0811401003
81141,2,3,08114102003,0811402003
81141,3,2,08114103002,0811403002
81141,3,4,08114103004,0811403004
81141,3,5,08114103005,0811403005
81141,3,6,08114103006,0811403006
81141,3,7,08114103007,0811403007
81141,3,8,08114103008,0811403008
81141,3,10,08114103010,0811403010
81141,4,1,08114104001,0811404001
81141,4,2,08114104002,0811404002
81141,4,3,08114104003,0811404003
81141,4,4,08114104004,0811404004
81154,1,1,08115401001,0811501001
81154,1,2,08115401002,0811501002
81154,1,3,08115401003,0811501003
81167,1,1,08116701001,0811601001
81173,1,1,08117301001,0811701001
81173,2,1,08117302001,0811702001
81189,1,1,08118901001,0811801001
81189,1,2,08118901002,0811801002
81189,1,3,08118901003,0811801003
81189,1,4,08118901004,0811801004
81189,1,5,08118901005,0811801005
81189,1,6,08118901006,0811801006
81189,1,7,08118901007,0811801007
81189,1,8,08118901008,0811801008
81189,1,9,08118901009,0811801009
81189,1,10,08118901010,0811801010
81189,2,1,08118902001,0811802001
81189,2,2,08118902002,0811802002
81189,2,3,08118902003,0811802003
81189,2,4,08118902004,0811802004
81192,1,1,08119201001,0811901001
81192,1,2,08119201002,0811901002
81206,1,1,08120601001,0812001001
81206,1,2,08120601002,0812001002
81206,1,3,08120601003,0812001003
81206,1,4,08120601004,0812001004
81213,1,1,08121301001,0812101001
81213,1,2,08121301002,0812101002
81213,1,3,08121301003,0812101003
81213,1,4,08121301004,0812101004
81213,1,5,08121301005,0812101005
81213,1,6,08121301006,0812101006
81213,1,7,08121301007,0812101007
81213,1,9,08121301009,0812101009
81213,2,1,08121302001,0812102001
81213,2,2,08121302002,0812102002
81213,2,3,08121302003,0812102003
81213,2,4,08121302004,0812102004
81213,2,5,08121302005,0812102005
81213,2,7,08121302007,0812102007
81213,2,8,08121302008,0812102008
81213,2,9,08121302009,0812102009
81213,2,10,08121302010,0812102010
81213,2,11,08121302011,0812102011
81213,2,12,08121302012,0812102012
81213,3,1,08121303001,0812103001
81213,3,2,08121303002,0812103002
81213,3,3,08121303003,0812103003
81213,3,4,08121303004,0812103004
81213,3,5,08121303005,0812103005
81213,3,6,08121303006,0812103006
81213,3,7,08121303007,0812103007
81213,3,8,08121303008,0812103008
81213,3,9,08121303009,0812103009
81213,3,10,08121303010,0812103010
81213,3,11,08121303011,0812103011
81213,3,12,08121303012,0812103012
81213,3,13,08121303013,0812103013
81213,3,14,08121303014,0812103014
81213,4,1,08121304001,0812104001
81213,4,2,08121304002,0812104002
81213,4,3,08121304003,0812104003
81213,4,4,08121304004,0812104004
81213,4,5,08121304005,0812104005
81213,4,6,08121304006,0812104006
81213,4,7,08121304007,0812104007
81213,4,8,08121304008,0812104008
81213,4,9,08121304009,0812104009
81213,5,1,08121305001,0812105001
81213,5,2,08121305002,0812105002
81213,5,3,08121305003,0812105003
81213,5,4,08121305004,0812105004
81213,5,5,08121305005,0812105005
81213,5,6,08121305006,0812105006
81213,5,7,08121305007,0812105007
81213,5,8,08121305008,0812105008
81213,5,9,08121305009,0812105009
81213,5,10,08121305010,0812105010
81213,5,11,08121305011,0812105011
81213,5,12,08121305012,0812105012
81213,5,13,08121305013,0812105013
81213,5,15,08121305015,0812105015
81213,5,16,08121305016,0812105016
81213,5,17,08121305017,0812105017
81213,5,19,08121305019,0812105019
81213,5,20,08121305020,0812105020
81213,5,21,08121305021,0812105021
81213,6,1,08121306001,0812106001
81213,6,2,08121306002,0812106002
81213,6,3,08121306003,0812106003
81213,6,4,08121306004,0812106004
81213,6,5,08121306005,0812106005
81213,6,6,08121306006,0812106006
81213,6,7,08121306007,0812106007
81213,6,8,08121306008,0812106008
81213,6,9,08121306009,0812106009
81213,6,10,08121306010,0812106010
81213,6,11,08121306011,0812106011
81213,6,12,08121306012,0812106012
81213,6,13,08121306013,0812106013
81213,6,14,08121306014,0812106014
81228,1,1,08122801001,0812201001
81234,1,1,08123401001,0812301001
81234,1,2,08123401002,0812301002
81234,1,3,08123401003,0812301003
81234,2,1,08123402001,0812302001
81234,2,2,08123402002,0812302002
81234,2,3,08123402003,0812302003
81234,2,4,08123402004,0812302004
81234,3,1,08123403001,0812303001
81234,3,2,08123403002,0812303002
81234,3,3,08123403003,0812303003
81234,3,4,08123403004,0812303004
81234,4,1,08123404001,0812304001
81249,1,1,08124901001,0812401001
81249,1,2,08124901002,0812401002
81249,1,3,08124901003,0812401003
81249,1,4,08124901004,0812401004
81249,1,5,08124901005,0812401005
81249,1,6,08124901006,0812401006
81249,1,7,08124901007,0812401007
81249,2,1,08124902001,0812402001
81249,2,2,08124902002,0812402002
81249,2,3,08124902003,0812402003
81249,2,4,08124902004,0812402004
81249,2,5,08124902005,0812402005
81249,2,6,08124902006,0812402006
81249,2,7,08124902007,0812402007
81249,2,8,08124902008,0812402008
81249,2,9,08124902009,0812402009
81249,3,1,08124903001,0812403001
81249,3,2,08124903002,0812403002
81249,3,3,08124903003,0812403003
81249,3,4,08124903004,0812403004
81249,3,5,08124903005,0812403005
81249,3,6,08124903006,0812403006
81249,3,7,08124903007,0812403007
81249,3,8,08124903008,0812403008
81249,3,9,08124903009,0812403009
81249,3,10,08124903010,0812403010
81249,3,11,08124903011,0812403011
81249,3,12,08124903012,0812403012
81249,3,13,08124903013,0812403013
81249,3,14,08124903014,0812403014
81249,3,15,08124903015,0812403015
81252,1,1,08125201001,0812501001
81252,1,2,08125201002,0812501002
81252,1,4,08125201004,0812501004
81252,1,5,08125201005,0812501005
81252,2,1,08125202001,0812502001
81252,2,2,08125202002,0812502002
81252,2,3,08125202003,0812502003
81252,3,1,08125203001,0812503001
81252,3,2,08125203002,0812503002
81252,3,3,08125203003,0812503003
81252,3,4,08125203004,0812503004
81252,3,5,08125203005,0812503005
81252,3,6,08125203006,0812503006
81252,4,1,08125204001,0812504001
81252,4,2,08125204002,0812504002
81252,4,3,08125204003,0812504003
81252,5,1,08125205001,0812505001
81252,5,2,08125205002,0812505002
81252,5,3,08125205003,0812505003
81252,6,1,08125206001,0812506001
81252,6,2,08125206002,0812506002
81252,6,3,08125206003,0812506003
81265,1,1,08126501001,0812601001
81265,1,2,08126501002,0812601002
81265,1,3,08126501003,0812601003
81265,1,4,08126501004,0812601004
81271,1,1,08127101001,0812701001
81271,1,2,08127101002,0812701002
81287,1,1,08128701001,0812801001
81290,1,1,08129001001,0812901001
81304,1,1,08130401001,0813001001
81311,1,1,08131101001,0813101001
81326,1,1,08132601001,0813201001
81332,1,1,08133201001,0813301001
81347,1,1,08134701001,0813401001
81350,1,1,08135001001,0813501001
81350,1,2,08135001002,0813501002
81350,1,3,08135001003,0813501003
81350,1,4,08135001004,0813501004
81350,1,5,08135001005,0813501005
81363,1,1,08136301001,0813601001
81363,1,2,08136301002,0813601002
81363,1,3,08136301003,0813601003
81363,1,4,08136301004,0813601004
81363,1,5,08136301005,0813601005
81363,1,6,08136301006,0813601006
81363,1,7,08136301007,0813601007
81363,2,1,08136302001,0813602001
81363,2,2,08136302002,0813602002
81363,2,3,08136302003,0813602003
81379,1,1,08137901001,0813701001
81385,1,1,08138501001,0813801001
81385,1,2,08138501002,0813801002
81385,1,3,08138501003,0813801003
81398,1,1,08139801001,0813901001
81402,1,1,08140201001,0814001001
81402,1,2,08140201002,0814001002
81402,1,3,08140201003,0814001003
81419,1,1,08141901001,0814101001
81419,1,2,08141901002,0814101002
81419,1,3,08141901003,0814101003
81419,1,4,08141901004,0814101004
81419,2,1,08141902001,0814102001
81424,1,1,08142401001,0814201001
81430,1,1,08143001001,0814301001
81430,1,2,08143001002,0814301002
81445,1,1,08144501001,0814401001
81458,1,1,08145801001,0814501001
81458,1,2,08145801002,0814501002
81461,1,1,08146101001,0814601001
81461,1,2,08146101002,0814601002
81477,1,1,08147701001,0814701001
81477,1,2,08147701002,0814701002
81477,1,3,08147701003,0814701003
81477,1,4,08147701004,0814701004
81477,1,5,08147701005,0814701005
81477,1,6,08147701006,0814701006
81477,1,7,08147701007,0814701007
81477,1,8,08147701008,0814701008
81477,1,9,08147701009,0814701009
81477,1,10,08147701010,0814701010
81477,1,11,08147701011,0814701011
81483,1,1,08148301001,0814801001
81483,1,2,08148301002,0814801002
81496,1,1,08149601001,0814901001
81509,1,1,08150901001,0815001001
81516,1,1,08151601001,0815101001
81521,1,1,08152101001,0815201001
81537,1,1,08153701001,0815301001
81542,1,1,08154201001,0815401001
81555,1,1,08155501001,0815501001
81555,1,2,08155501002,0815501002
81555,1,3,08155501003,0815501003
81555,1,4,08155501004,0815501004
81555,1,5,08155501005,0815501005
81568,1,1,08156801001,0815601001
81568,1,2,08156801002,0815601002
81568,1,3,08156801003,0815601003
81568,1,4,08156801004,0815601004
81568,1,5,08156801005,0815601005
81568,1,6,08156801006,0815601006
81568,1,7,08156801007,0815601007
81568,1,8,08156801008,0815601008
81574,1,1,08157401001,0815701001
81574,1,2,08157401002,0815701002
81574,1,3,08157401003,0815701003
81574,1,4,08157401004,0815701004
81574,1,5,08157401005,0815701005
81580,1,1,08158001001,0815801001
81580,1,2,08158001002,0815801002
81593,1,1,08159301001,0815901001
81593,1,2,08159301002,0815901002
81593,1,3,08159301003,0815901003
81593,1,4,08159301004,0815901004
81593,2,1,08159302001,0815902001
81593,2,2,08159302002,0815902002
81593,2,3,08159302003,0815902003
81593,2,4,08159302004,0815902004
81593,2,5,08159302005,0815902005
81593,2,6,08159302006,0815902006
81593,2,7,08159302007,0815902007
81607,1,1,08160701001,0816001001
81614,1,1,08161401001,0816101001
81614,1,2,08161401002,0816101002
81614,1,3,08161401003,0816101003
81614,1,4,08161401004,0816101004
81614,1,5,08161401005,0816101005
81614,1,6,08161401006,0816101006
81614,1,7,08161401007,0816101007
81614,1,8,08161401008,0816101008
81614,1,9,08161401009,0816101009
81629,1,1,08162901001,0816201001
81635,1,1,08163501001,0816301001
81635,1,2,08163501002,0816301002
81635,1,3,08163501003,0816301003
81635,1,4,08163501004,0816301004
81635,1,5,08163501005,0816301005
81635,1,6,08163501006,0816301006
81635,1,7,08163501007,0816301007
81635,1,8,08163501008,0816301008
81635,1,9,08163501009,0816301009
81635,1,10,08163501010,0816301010
81635,1,11,08163501011,0816301011
81635,1,12,08163501012,0816301012
81635,1,13,08163501013,0816301013
81635,1,14,08163501014,0816301014
81640,1,1,08164001001,0816401001
81653,1,1,08165301001,0816501001
81666,1,1,08166601001,0816601001
81666,1,2,08166601002,0816601002
81672,1,1,08167201001,0816701001
81672,1,2,08167201002,0816701002
81672,1,3,08167201003,0816701003
81672,1,4,08167201004,0816701004
81688,1,1,08168801001,0816801001
81691,1,1,08169101001,0816901001
81691,1,2,08169101002,0816901002
81691,1,3,08169101003,0816901003
81691,1,4,08169101004,0816901004
81691,1,5,08169101005,0816901005
81691,2,1,08169102001,0816902001
81691,2,2,08169102002,0816902002
81691,2,3,08169102003,0816902003
81691,2,4,08169102004,0816902004
81691,2,5,08169102005,0816902005
81691,2,6,08169102006,0816902006
81691,2,7,08169102007,0816902007
81691,3,1,08169103001,0816903001
81691,3,2,08169103002,0816903002
81691,3,3,08169103003,0816903003
81691,3,4,08169103004,0816903004
81691,3,5,08169103005,0816903005
81691,3,6,08169103006,0816903006
81691,3,7,08169103007,0816903007
81691,3,8,08169103008,0816903008
81691,3,9,08169103009,0816903009
81691,3,10,08169103010,0816903010
81691,3,11,08169103011,0816903011
81691,3,12,08169103012,0816903012
81691,3,13,08169103013,0816903013
81691,4,1,08169104001,0816904001
81691,4,2,08169104002,0816904002
81691,4,3,08169104003,0816904003
81691,4,4,08169104004,0816904004
81691,4,5,08169104005,0816904005
81691,4,6,08169104006,0816904006
81691,5,1,08169105001,0816905001
81691,5,2,08169105002,0816905002
81691,5,3,08169105003,0816905003
81691,5,4,08169105004,0816905004
81691,5,5,08169105005,0816905005
81691,5,6,08169105006,0816905006
81691,5,7,08169105007,0816905007
81691,5,8,08169105008,0816905008
81691,5,9,08169105009,0816905009
81705,1,1,08170501001,0817001001
81712,1,1,08171201001,0817101001
81712,1,2,08171201002,0817101002
81727,1,1,08172701001,0817201001
81727,1,2,08172701002,0817201002
81727,1,3,08172701003,0817201003
81727,2,1,08172702001,0817202001
81727,2,2,08172702002,0817202002
81727,2,3,08172702003,0817202003
81727,2,4,08172702004,0817202004
81727,3,1,08172703001,0817203001
81727,3,2,08172703002,0817203002
81727,3,3,08172703003,0817203003
81727,3,4,08172703004,0817203004
81727,3,5,08172703005,0817203005
81727,3,6,08172703006,0817203006
81727,3,7,08172703007,0817203007
81727,3,8,08172703008,0817203008
81727,3,9,08172703009,0817203009
81748,1,1,08174801001,0817401001
81751,1,1,08175101001,0817501001
81751,1,2,08175101002,0817501002
81751,2,1,08175102001,0817502001
81764,1,1,08176401001,0817601001
81770,1,1,08177001001,0817701001
81786,1,1,08178601001,0817801001
81799,1,1,08179901001,0817901001
81803,1,1,08180301001,0818001001
81803,1,2,08180301002,0818001002
81803,1,3,08180301003,0818001003
81803,1,4,08180301004,0818001004
81803,1,5,08180301005,0818001005
81803,1,6,08180301006,0818001006
81803,1,7,08180301007,0818001007
81803,1,8,08180301008,0818001008
81803,1,9,08180301009,0818001009
81803,1,10,08180301010,0818001010
81803,1,11,08180301011,0818001011
81803,1,12,08180301012,0818001012
81803,1,13,08180301013,0818001013
81803,2,1,08180302001,0818002001
81803,2,2,08180302002,0818002002
81803,2,3,08180302003,0818002003
81803,2,4,08180302004,0818002004
81803,2,5,08180302005,0818002005
81803,2,6,08180302006,0818002006
81803,2,7,08180302007,0818002007
81810,1,1,08181001001,0818101001
81810,1,2,08181001002,0818101002
81810,1,3,08181001003,0818101003
81810,1,4,08181001004,0818101004
81810,1,5,08181001005,0818101005
81825,1,1,08182501001,0818201001
81831,1,1,08183101001,0818301001
81831,1,2,08183101002,0818301002
81831,1,3,08183101003,0818301003
81831,2,1,08183102001,0818302001
81846,1,1,08184601001,0818401001
81846,1,2,08184601002,0818401002
81846,1,3,08184601003,0818401003
81846,1,4,08184601004,0818401004
81846,2,1,08184602001,0818402001
81846,2,3,08184602003,0818402003
81846,2,4,08184602004,0818402004
81846,2,5,08184602005,0818402005
81846,2,6,08184602006,0818402006
81846,3,1,08184603001,0818403001
81846,3,3,08184603003,0818403003
81846,3,4,08184603004,0818403004
81846,3,5,08184603005,0818403005
81846,3,6,08184603006,0818403006
81846,3,7,08184603007,0818403007
81846,3,8,08184603008,0818403008
81846,3,9,08184603009,0818403009
81846,4,1,08184604001,0818404001
81846,4,2,08184604002,0818404002
81846,4,3,08184604003,0818404003
81846,4,4,08184604004,0818404004
81846,4,5,08184604005,0818404005
81846,4,6,08184604006,0818404006
81846,4,7,08184604007,0818404007
81846,4,8,08184604008,0818404008
81846,4,9,08184604009,0818404009
81846,4,10,08184604010,0818404010
81846,4,11,08184604011,0818404011
81846,4,12,08184604012,0818404012
81846,4,13,08184604013,0818404013
81846,4,14,08184604014,0818404014
81846,4,15,08184604015,0818404015
81846,4,16,08184604016,0818404016
81846,4,18,08184604018,0818404018
81846,4,19,08184604019,0818404019
81846,4,20,08184604020,0818404020
81846,4,21,08184604021,0818404021
81846,4,22,08184604022,0818404022
81846,4,23,08184604023,0818404023
81846,4,24,08184604024,0818404024
81846,4,25,08184604025,0818404025
81846,4,26,08184604026,0818404026
81859,1,1,08185901001,0818501001
81878,1,1,08187801001,0818701001
81878,1,2,08187801002,0818701002
81878,1,3,08187801003,0818701003
81878,1,4,08187801004,0818701004
81878,1,5,08187801005,0818701005
